,number,contractName,name,address,position,banking,bonus,status,lastUpdate,connected,overflow,shape,totalStands,mainStands,overflowStands
106,40,luxembourg,#00040-GLACIS KAPELL,GLACIS KAPELL - BOULEVARD DE LA FOIRE ( DEVANT N° 21 ),"{'latitude': 49.6147, 'longitude': 6.1211}",False,False,OPEN,2022-04-11T21:13:11Z,True,False,NULL,"{'availabilities': {'bikes': 5, 'stands': 10, 'mechanicalBikes': 0, 'electricalBikes': 5, 'electricalInternalBatteryBikes': 5, 'electricalRemovableBatteryBikes': 0}, 'capacity': 15}","{'availabilities': {'bikes': 5, 'stands': 10, 'mechanicalBikes': 0, 'electricalBikes': 5, 'electricalInternalBatteryBikes': 5, 'electricalRemovableBatteryBikes': 0}, 'capacity': 15}",NULL
107,32,luxembourg,#00032-PISCINE OLYMPIQUE,PISCINE OLYMPIQUE - RUE LEON HENGEN,"{'latitude': 49.623901, 'longitude': 6.150013}",False,False,OPEN,2022-04-11T21:12:06Z,True,False,NULL,"{'availabilities': {'bikes': 4, 'stands': 16, 'mechanicalBikes': 0, 'electricalBikes': 5, 'electricalInternalBatteryBikes': 5, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}","{'availabilities': {'bikes': 4, 'stands': 16, 'mechanicalBikes': 0, 'electricalBikes': 4, 'electricalInternalBatteryBikes': 4, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}",NULL
108,110,luxembourg,#00110-ROND-POINT GASSECHTBIERG,ROND-POINT GASSECHTBIERG - ROUTE D'ARLON / RUE DE LA LIBÉRATION,"{'latitude': 49.627159, 'longitude': 6.031948}",False,False,OPEN,2022-04-11T21:12:23Z,True,False,NULL,"{'availabilities': {'bikes': 17, 'stands': 3, 'mechanicalBikes': 0, 'electricalBikes': 17, 'electricalInternalBatteryBikes': 17, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}","{'availabilities': {'bikes': 17, 'stands': 3, 'mechanicalBikes': 0, 'electricalBikes': 17, 'electricalInternalBatteryBikes': 17, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}",NULL
109,21,luxembourg,#00021-JEAN MONNET,JEAN MONNET - BOULEVARD KONRAD ADENAUER / RUE ERASME,"{'latitude': 49.625714, 'longitude': 6.148347}",False,False,OPEN,2022-04-11T21:15:15Z,True,False,NULL,"{'availabilities': {'bikes': 3, 'stands': 17, 'mechanicalBikes': 0, 'electricalBikes': 3, 'electricalInternalBatteryBikes': 3, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}","{'availabilities': {'bikes': 3, 'stands': 17, 'mechanicalBikes': 0, 'electricalBikes': 3, 'electricalInternalBatteryBikes': 3, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}",NULL
110,93,luxembourg,#00093-GODCHAUX (BONNEVOIE),Rue Auguste Charles/Rue Godchaux,"{'latitude': 49.601652, 'longitude': 6.145533}",False,False,OPEN,2022-04-11T21:12:17Z,True,False,NULL,"{'availabilities': {'bikes': 6, 'stands': 14, 'mechanicalBikes': 0, 'electricalBikes': 6, 'electricalInternalBatteryBikes': 6, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}","{'availabilities': {'bikes': 6, 'stands': 14, 'mechanicalBikes': 0, 'electricalBikes': 6, 'electricalInternalBatteryBikes': 6, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}",NULL
111,42,luxembourg,#00042-SQUARE ANDRE,SQUARE ANDRE - SQUARE EDOUARD ANDRE ( DEVANT N° 1 ),"{'latitude': 49.6238, 'longitude': 6.1188}",False,False,OPEN,2022-04-11T21:12:22Z,True,False,NULL,"{'availabilities': {'bikes': 6, 'stands': 13, 'mechanicalBikes': 0, 'electricalBikes': 6, 'electricalInternalBatteryBikes': 6, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}","{'availabilities': {'bikes': 6, 'stands': 13, 'mechanicalBikes': 0, 'electricalBikes': 6, 'electricalInternalBatteryBikes': 6, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}",NULL
112,100,luxembourg,#00100-FORT NIEDERGRÜNEWALD,FORT NIEDERGRÜNEWALD - RUE DU FORT NIEDERGRÜNEWALD/KENNEDY,"{'latitude': 49.619439, 'longitude': 6.140894}",False,False,OPEN,2022-04-11T21:13:27Z,True,False,NULL,"{'availabilities': {'bikes': 2, 'stands': 16, 'mechanicalBikes': 0, 'electricalBikes': 3, 'electricalInternalBatteryBikes': 3, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}","{'availabilities': {'bikes': 2, 'stands': 16, 'mechanicalBikes': 0, 'electricalBikes': 3, 'electricalInternalBatteryBikes': 3, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}",NULL
113,64,luxembourg,#00064-GRENIER,GRENIER - RUE EDOUARD GRENIER,"{'latitude': 49.59383, 'longitude': 6.14327}",False,False,OPEN,2022-04-11T21:12:09Z,True,False,NULL,"{'availabilities': {'bikes': 18, 'stands': 0, 'mechanicalBikes': 0, 'electricalBikes': 19, 'electricalInternalBatteryBikes': 19, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}","{'availabilities': {'bikes': 18, 'stands': 0, 'mechanicalBikes': 0, 'electricalBikes': 19, 'electricalInternalBatteryBikes': 19, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}",NULL
114,46,luxembourg,#00046-LONKECHER STROOSS,LONKECHER STROOSS - ROUTE DE LONGWY ( DEVANT N° 241 ),"{'latitude': 49.60563, 'longitude': 6.10003}",False,False,OPEN,2022-04-11T21:15:04Z,True,False,NULL,"{'availabilities': {'bikes': 9, 'stands': 6, 'mechanicalBikes': 0, 'electricalBikes': 9, 'electricalInternalBatteryBikes': 9, 'electricalRemovableBatteryBikes': 0}, 'capacity': 15}","{'availabilities': {'bikes': 9, 'stands': 6, 'mechanicalBikes': 0, 'electricalBikes': 9, 'electricalInternalBatteryBikes': 9, 'electricalRemovableBatteryBikes': 0}, 'capacity': 15}",NULL
115,61,luxembourg,#00061-FRIEDEN,FRIEDEN - BVD PIERRE FRIEDEN,"{'latitude': 49.637327, 'longitude': 6.164573}",False,False,OPEN,2022-04-11T21:13:43Z,True,False,NULL,"{'availabilities': {'bikes': 11, 'stands': 9, 'mechanicalBikes': 0, 'electricalBikes': 11, 'electricalInternalBatteryBikes': 11, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}","{'availabilities': {'bikes': 11, 'stands': 9, 'mechanicalBikes': 0, 'electricalBikes': 11, 'electricalInternalBatteryBikes': 11, 'electricalRemovableBatteryBikes': 0}, 'capacity': 20}",NULL
